mean_variance	median_variance	nun5	nun20	nun50
"AGAP006137"	8.53177872549635	7.99253297635988	38	104	223
"AGAP006138"	9.57061636708664	8.97786573275043	18	68	156
"AGAP006139"	9.81887279542018	9.05290424099033	37	86	150
"AGAP006140"	9.89986596910009	9.1200456191356	28	64	125
"AGAP006141"	1.97429726070863	1.68218215611971	128	397	703
"AGAP006142"	9.84138084241494	9.34978641130718	38	96	191
"AGAP006143"	10.1669745791083	9.42232684894714	31	68	155
"AGAP006144"	9.67523346565004	9.31587255039128	45	77	124
"AGAP006145"	3.04271827729559	2.7461616835733	144	495	992
"AGAP006146"	1.57007632408898	1.20965159208757	137	415	713
"AGAP006147"	10.3190698451164	9.75277325983257	24	65	110
"AGAP006148"	2.20346306506935	1.75197136832539	124	416	766
"AGAP006149"	8.4883558281926	7.93220571596197	31	114	243
"AGAP006150"	9.96524844806258	9.1175226866925	31	78	135
"AGAP006151"	8.86470075674988	8.54061004718764	45	109	204
"AGAP006152"	10.052682918786	9.54129758244028	20	47	88
"AGAP006153"	5.18055768558459	5.09880416138581	84	209	360
"AGAP006154"	1.2925170210023	0.938424148263273	134	384	682
"AGAP006155"	9.51726027636307	9.12134814871771	29	69	120
"AGAP006156"	8.71507268944755	8.36296186070044	46	158	340
"AGAP006157"	9.64433364496764	9.22578391807492	27	64	118
"AGAP006158"	9.69797758166949	9.16025803177271	17	64	131
"AGAP006159"	6.5991656777415	5.73504650180895	76	189	340
"AGAP006160"	8.88132019797274	8.44549506040457	50	115	239
"AGAP006161"	9.71094502760397	9.33766626080015	34	72	104
"AGAP006162"	8.93623953937377	8.22461962850829	51	121	232
"AGAP006163"	9.21488251016309	8.68464595821554	40	88	155
"AGAP006164"	9.0267096722033	8.32082267632942	50	120	231
"AGAP006165"	10.3201246283761	9.67083132923496	15	42	74
"AGAP006166"	9.58869973659585	8.96378658348323	10	66	152
"AGAP006167"	10.0623484985982	9.53836310741849	34	95	187
"AGAP006168"	10.0430537407421	9.24768212876651	39	82	123
"AGAP006169"	8.78798925740328	8.55221560143825	48	109	181
"AGAP006170"	3.98791324656493	3.69695864420871	108	266	439
"AGAP006171"	9.96320195212123	9.17000448742341	36	87	146
"AGAP006172"	8.18879030138507	7.59385519004449	54	145	341
"AGAP006173"	10.1883783488484	9.23004956353637	37	71	116
"AGAP006174"	6.46811309664531	6.1625166971163	75	170	272
"AGAP006175"	8.33657268369246	8.24880586199632	93	290	675
"AGAP006176"	9.66220491134981	9.09105559183769	39	92	170
"AGAP006177"	4.96943342468756	4.9696802154871	130	449	874
"AGAP006178"	10.5711305082139	9.80849017437349	83	233	460
"AGAP006179"	7.68316924445396	6.74194849490778	99	343	816
"AGAP006180"	9.06841320671123	8.67724608888383	33	93	179
"AGAP006181"	7.06046436041287	6.81563420658014	114	272	429
"AGAP006182"	7.11053328296808	6.78852767997462	127	385	777
"AGAP006183"	10.3014483598474	9.55843114580273	56	126	254
"AGAP006184"	9.38152621407762	8.9846949584944	25	76	161
"AGAP006185"	9.46591137728998	8.8745846443781	33	77	143
"AGAP006186"	9.0897525196724	8.83392230751838	69	155	216
"AGAP006187"	6.69415180932216	6.42349237849278	113	356	697
"AGAP006188"	9.33580606774829	8.89802043377883	46	129	230
"AGAP006190"	9.6388059901446	9.30294609480404	50	90	137
"AGAP006191"	11.2937478673787	9.68808781039618	120	394	785
"AGAP006192"	10.3124041467778	9.32248151318691	31	53	111
"AGAP006193"	11.1365110112926	10.3017910285083	85	246	539
"AGAP006194"	9.72372025924726	9.33131975106792	30	64	99
"AGAP006195"	9.82838236664632	9.44679183839905	36	83	132
"AGAP006203"	9.74765948423707	9.40428892960713	79	193	369
"AGAP006204"	9.61408233847824	9.20607514058997	32	72	109
"AGAP006205"	9.02855428686601	8.52835027056503	44	113	244
"AGAP006206"	10.3409029915812	9.89939803993082	36	91	172
"AGAP006207"	10.2622138847053	9.72888724269652	25	63	118
"AGAP006208"	10.4244912795776	9.81357848009776	29	62	111
"AGAP006209"	5.63561600652485	5.7355382485232	135	406	802
"AGAP006210"	10.2306474545962	9.69563723736839	35	81	132
"AGAP006211"	9.59641095802537	9.199048952829	33	64	101
"AGAP006212"	8.33021101336734	8.00429933208531	56	159	361
"AGAP006214"	8.0410334551229	7.76440340625301	78	282	631
"AGAP006215"	10.2821509511909	9.47085639074589	24	62	130
"AGAP006217"	1.81878637893423	1.4901191247802	126	407	762
"AGAP006218"	10.2948417595393	9.35099454838979	34	69	120
"AGAP006219"	10.3276567496233	9.32462906312477	25	58	109
"AGAP006220"	10.6285259765723	9.82794518710998	17	61	97
"AGAP006221"	10.7271898311447	9.89505428144071	18	62	100
"AGAP006222"	10.1240312593572	9.62697759974975	20	50	100
"AGAP006224"	10.430868742468	9.41330953545534	39	83	132
"AGAP006225"	10.1867072031841	9.27646597122344	38	77	113
"AGAP006226"	10.6931114787805	9.88046975390196	18	59	96
"AGAP006227"	9.91519867360767	9.19306042388926	32	80	164
"AGAP006228"	10.3241876119579	9.35596704708408	33	86	137
"AGAP006229"	9.72150990477374	9.0713637547878	46	102	157
"AGAP006231"	9.82427314035008	9.38647358822044	29	60	97
"AGAP006232"	8.89176885599205	8.42626261136709	78	168	278
"AGAP006233"	9.55759972477118	8.61996920208293	99	276	600
"AGAP006234"	9.38414567006249	8.93327486320587	47	107	184
"AGAP006235"	9.41944497848276	8.94927932670645	52	106	192
"AGAP006236"	9.72316663931825	9.27463238509654	40	81	135
"AGAP006237"	7.41110183964968	7.22655908547013	114	333	644
"AGAP006238"	2.19230695683256	1.92088612838885	134	424	814
"AGAP006239"	9.63110841482879	8.96682612859205	36	84	135
"AGAP006240"	10.2980423033287	9.35858341657857	20	43	92
"AGAP006241"	10.3330893808662	9.61694382623233	31	74	110
"AGAP006242"	8.86092991582924	8.45888544228072	80	230	558
"AGAP006243"	8.66721811488277	8.16900539778454	23	87	258
"AGAP006244"	10.4329801585327	9.39710294204066	31	68	126
"AGAP006245"	6.32599831915586	5.91031057972868	121	404	865
"AGAP006246"	9.73447897719979	9.20981240618814	43	105	226
"AGAP006247"	9.82652285451743	9.31253697912408	26	57	113
"AGAP006248"	1.66624515032066	1.26258872487067	128	347	617
"AGAP006249"	9.13951371959609	8.80036084753232	38	96	172
"AGAP006250"	10.3114976563237	9.74209418025004	25	62	107
"AGAP006251"	10.1088786920291	9.21511690754389	42	81	122
"AGAP006254"	10.2224798603561	9.32701513667445	29	59	106
"AGAP006255"	10.3000011662167	9.60609777963833	32	74	99
"AGAP006256"	10.7463156628024	9.89827642767347	18	60	102
"AGAP006257"	9.6786936157302	9.11336968116595	31	73	134
"AGAP006258"	10.3325032020588	9.33269650199595	22	55	110
"AGAP006259"	2.24940480298648	1.87444503188556	132	438	859
"AGAP006260"	6.82007360998427	6.5629088541834	127	369	744
"AGAP006261"	10.1379759471595	9.26485589638503	39	78	131
"AGAP006262"	9.58401507538483	9.00848789576619	49	99	178
"AGAP006263"	7.79354237764558	7.73844443500708	102	344	730
"AGAP006264"	10.9055488506544	10.5420847334422	96	432	974
"AGAP006265"	9.03080507566626	8.66632637787289	42	142	276
"AGAP006266"	9.48166898402753	8.976654340941	43	104	169
"AGAP006269"	9.93664357929064	9.05244130177346	53	135	282
"AGAP006270"	2.93728737777322	2.63390021639119	141	435	846
"AGAP006272"	9.8726868759893	8.85952559059092	55	144	288
"AGAP006273"	9.27001727771851	9.01960805563995	60	140	215
"AGAP006274"	9.53209019453552	9.18133528294686	38	66	99
"AGAP006276"	10.0805726246667	9.3555116045145	57	142	288
"AGAP006277"	2.4910595374414	2.16828045128113	107	283	504
"AGAP006278"	9.44055890390324	8.97489083308562	34	93	158
"AGAP006279"	6.21215431824822	6.03328120820107	128	429	840
"AGAP006280"	10.5237657293459	9.84778111994433	23	57	93
"AGAP006281"	9.39813519455152	8.94304927027642	49	96	177
"AGAP006282"	9.29960808374546	8.71157826180976	54	144	229
"AGAP006283"	4.96139265001922	4.7956940781054	107	287	498
"AGAP006321"	11.8437045447496	10.8924800729115	74	228	487
"AGAP006322"	0.940354889673386	0.524015542533121	74	164	228
"AGAP006323"	10.1715080582854	9.37128032072056	23	72	133
"AGAP006324"	9.37070491169346	8.96708097296164	38	88	160
"AGAP006325"	9.79236426221296	9.17248240547406	19	81	153
"AGAP006326"	0.941579285209801	0.523822726786378	71	165	231
"AGAP006327"	9.17599970756158	8.80572379231421	42	97	168
"AGAP006328"	10.217871215229	9.5439636180227	30	64	97
"AGAP006330"	9.44309624604781	8.9038917083209	66	176	385
"AGAP006340"	9.62927166482385	9.06135876622605	44	116	178
"AGAP006342"	0.940428822632399	0.527862504156083	87	155	203
"AGAP006343"	5.80939841339583	5.63290253611461	126	402	820
"AGAP006344"	8.43867070527527	8.29370368548162	124	381	772
"AGAP006346"	9.94568245109295	9.48140757051874	31	71	115
"AGAP006347"	5.99594570651103	5.66960114811658	107	305	561
"AGAP006349"	10.1014853771089	9.60545106283374	21	57	102
"AGAP006350"	9.29045720822775	8.85696760997324	68	146	292
"AGAP006353"	4.62638416361804	4.10421210620514	113	375	719
"AGAP006354"	9.61635567915165	9.13865488108115	53	90	131
"AGAP006355"	9.55470861760896	8.81011097425744	35	84	180
"AGAP006356"	10.3561264348889	9.35371241798825	23	56	103
"AGAP006357"	9.88011764131218	10.1589204509717	107	368	785
"AGAP006358"	8.72186213180371	8.3225489430755	102	315	628
"AGAP006359"	10.001018175686	9.12798202394347	41	104	171
"AGAP006360"	9.17954147490836	8.72856947445865	54	129	206
"AGAP006361"	8.14657127428922	7.87786385140632	45	115	261
"AGAP006362"	9.86945749743981	9.10097641866432	29	79	141
"AGAP006363"	9.93059277031897	9.1504127275085	30	81	138
"AGAP006364"	9.87150763273958	9.95227106866626	116	415	873
"AGAP006365"	9.60345623407444	9.19583804868996	34	80	115
"AGAP006366"	9.68109318348274	9.26378421270238	32	69	114
"AGAP006367"	6.44210545027979	6.26812943134977	91	239	430
"AGAP006368"	7.03835262896154	6.52048028397962	120	452	950
"AGAP006369"	10.2228459581534	9.67213565555042	23	49	98
"AGAP006370"	8.81512623036149	8.55466931911465	49	132	252
"AGAP006371"	8.75343897241968	8.43127553002243	50	132	264
"AGAP006372"	8.49824260101877	8.01548449525895	27	105	230
"AGAP006373"	9.39206977463476	8.80275369297263	50	107	177
"AGAP006374"	9.75085665942077	9.3665140798841	28	71	96
"AGAP006375"	10.5502213543697	10.0656157974415	69	194	360
"AGAP006376"	9.820225671325	9.37391344143339	27	67	93
"AGAP006377"	9.6546436115787	9.30728841522415	37	82	132
"AGAP006378"	10.3508916008296	9.39451627821285	16	47	93
"AGAP006379"	10.4355185249548	9.44713701153518	10	37	94
"AGAP006380"	10.1781450161438	9.36936505609066	46	112	176
"AGAP006381"	9.33423683977223	8.95612820095738	66	156	308
"AGAP006382"	8.82378321003264	8.23025805032296	74	180	318
"AGAP006383"	10.0532542817599	9.20476920816159	30	81	140
"AGAP006384"	7.88694847608046	7.81510870898107	86	275	539
"AGAP006385"	3.28559521880325	3.06568488552023	133	419	824
"AGAP006386"	9.33173646260145	8.61807352473566	37	86	182
"AGAP006387"	8.93300798705817	8.30136065357068	57	135	302
"AGAP006388"	10.6712771942744	9.37145019507247	31	96	158
"AGAP006389"	9.2971644688646	8.62541610562585	31	83	181
"AGAP006390"	8.02838313316851	7.3341308948734	108	346	695
"AGAP006391"	7.37260205921376	6.85942758160942	119	297	499
"AGAP006392"	5.93306249902871	5.86050557956904	141	477	964
"AGAP006393"	9.81788212658871	9.02837213396585	40	92	182
"AGAP006394"	8.69382101550105	8.25895225901367	40	87	176
"AGAP006395"	8.77618986966399	8.34262355329956	37	82	157
"AGAP006396"	9.12750301063565	8.77256543493127	51	109	202
"AGAP006398"	9.38306501128304	8.96670095277909	48	94	140
"AGAP006399"	9.6642478568312	9.23979153935284	39	87	124
"AGAP006400"	9.25187620342416	8.79916242673809	42	114	194
"AGAP006402"	10.1653426210836	9.27846196741433	38	91	130
"AGAP006403"	9.70687100031839	9.00591597323971	36	96	169
"AGAP006404"	8.37715938289823	8.05750724857373	52	146	313
"AGAP006405"	9.08530959145911	8.6847936903209	41	98	171
"AGAP006406"	9.65564621483258	8.60001345952435	61	155	331
"AGAP006407"	9.06371348406885	8.71817333168678	45	107	229
"AGAP006408"	6.94059546729595	6.98032412068935	122	326	568
"AGAP006409"	6.27487046781762	5.99755121294681	140	455	931
"AGAP006410"	10.1009249250664	9.20066805102172	23	66	120
"AGAP006411"	9.59131564620583	8.9987217613199	31	89	147
"AGAP006412"	9.51345208880218	8.86596003622034	43	92	172
"AGAP006413"	10.2542744525471	9.58252122509762	28	68	100
"AGAP006414"	9.69852552991515	9.2166419040077	37	72	120
"AGAP006415"	9.0154575545035	8.41217807983678	43	94	175
"AGAP006416"	10.8685227122938	9.36873013096107	85	255	603
"AGAP006417"	9.41964606343158	8.80230153356814	33	69	141
"AGAP006421"	8.66224974523156	8.3089683228232	62	138	280
"AGAP006422"	8.74016761991839	8.44466719134024	112	351	687
"AGAP006423"	10.1364798144224	9.62417581406102	19	53	105
"AGAP006424"	10.2086510012568	9.652359318832	25	54	98
"AGAP006425"	10.2949865645443	9.73603875770839	23	60	113
"AGAP006426"	9.80649927664039	9.07175601573448	31	76	132
"AGAP006427"	10.4251519315761	9.69361918497553	26	58	96
"AGAP006428"	10.1555613335452	9.39750254506361	28	60	133
"AGAP006430"	11.5414845543089	10.912170382621	54	105	196
"AGAP006431"	9.48195073518779	8.73224722815519	28	81	161
"AGAP006435"	8.46837010081613	7.79023858390644	37	118	265
"AGAP006436"	10.0753023521296	9.35255699218845	29	79	143
"AGAP006437"	11.8098929225982	9.90534397845295	39	201	437
"AGAP006438"	8.93934798984643	8.4858095050929	51	125	234
"AGAP006439"	9.82418168014106	9.09534754797889	32	77	134
"AGAP006441"	8.18176019917725	7.90102032352112	119	370	715
"AGAP006442"	9.80775059788131	9.14448644156292	40	89	181
"AGAP006443"	7.60942612124774	7.57355304475688	81	302	637
"AGAP006444"	10.3623539720679	9.38881046225495	28	67	122
"AGAP006445"	10.1701400757866	9.3204495653377	58	117	188
"AGAP006446"	10.1758990272413	9.23838884097074	32	68	110
"AGAP006447"	9.52140380016525	8.79449959085159	37	81	165
"AGAP006448"	8.83689622382649	8.18799943419872	60	124	281
"AGAP006449"	9.88066067832255	8.95560885432747	99	287	577
"AGAP006450"	9.89214068145006	8.98846084362266	92	290	589
"AGAP006451"	8.98902714284045	8.6042819012668	65	172	360
"AGAP006452"	10.28779009616	9.35881569750472	18	42	97
"AGAP006453"	10.1195851073818	9.21214793104463	19	64	113
"AGAP006454"	8.48147830467212	8.0450240470653	54	125	288
"AGAP006456"	9.67904981597312	9.08660800532935	46	97	176
"AGAP006457"	10.463477826783	9.45005280817881	26	60	103
"AGAP006458"	10.1877408706555	9.33367497724785	53	121	198
"AGAP006459"	4.38779036503667	4.09082210984536	77	183	343
"AGAP006460"	9.87488854327439	9.28286557605031	23	63	130
"AGAP006461"	8.51498190710051	8.05719720101521	45	145	335
"AGAP006462"	7.55255640724941	7.5468474304846	74	285	610
"AGAP006463"	10.7664078776944	9.33918743925446	37	106	184
"AGAP006464"	6.49727553284411	6.26350409364289	139	445	929
"AGAP006465"	9.33005815142099	8.63771634464524	33	74	165
"AGAP006466"	9.99787301203138	9.15746303236632	37	92	154
"AGAP006467"	4.23506761092616	4.28369628957554	137	457	973
"AGAP006468"	9.121050904288	8.61915450427017	74	173	296
"AGAP006469"	10.3658949040027	9.35992701096936	24	57	110
"AGAP006470"	7.41228983157853	7.4081594718282	90	299	648
"AGAP006472"	10.188611295553	9.30870132925469	15	62	166
"AGAP006473"	7.58689196975553	6.95406558542366	103	322	680
"AGAP006474"	9.8341143027713	9.41433778086093	25	67	104
"AGAP006475"	9.63316128611863	8.82444686643569	66	157	297
"AGAP006476"	0.938563532655869	0.525279454186148	74	139	185
"AGAP006477"	13.1795979906953	11.2874623484783	94	263	524
"AGAP006478"	7.92388614690545	7.44697212970905	75	228	494
"AGAP006479"	9.53365753939907	8.60426964979283	50	102	211
"AGAP006480"	2.99033555358943	2.73213090550979	131	363	612
"AGAP006481"	10.3425095944041	9.3532572341318	24	53	101
"AGAP006482"	6.60893158856236	6.88086030946772	108	295	624
"AGAP006483"	8.66992998480012	8.02003495401956	59	151	336
"AGAP006490"	12.1282443537666	10.7950205299656	100	258	464
"AGAP006493"	9.81967964241371	9.11556689671707	51	102	159
"AGAP006494"	9.69782189330423	9.21064369519084	43	82	130
"AGAP006496"	8.41216611863798	8.08446027735867	45	104	217
"AGAP006497"	9.37836902299518	8.94457628367985	44	98	166
"AGAP006498"	7.14795165882222	6.82862532748606	105	317	631
"AGAP006499"	9.56564966893667	8.91178561743602	112	371	827
"AGAP006500"	10.2585435696161	9.66488739140648	29	69	119
"AGAP006501"	10.98623695772	10.1332420980616	81	231	451
"AGAP006502"	9.30072397542364	8.47932970454927	63	166	361
"AGAP006503"	10.4597458151853	9.88678389041391	20	65	117
"AGAP006504"	9.90408390712173	9.23401411580005	53	112	198
"AGAP006506"	8.38683066827113	7.84401592505466	90	224	404
"AGAP006507"	2.7335247119522	2.36328521070355	141	444	854
"AGAP006508"	5.61551453150434	5.5315557379363	112	339	678
"AGAP006509"	9.47889292211891	9.07869444634014	59	168	315
"AGAP006510"	10.1656854762304	9.60878825111362	19	52	82
"AGAP006511"	8.25769875513664	7.94056032536429	69	150	284
"AGAP006512"	9.99061175286259	9.1660092931636	50	99	162
"AGAP006513"	10.4350080319942	9.43529570519425	9	38	92
"AGAP006514"	10.1187173670934	9.54908779121794	27	55	96
"AGAP006515"	5.66226171343998	5.48943137053335	122	417	856
"AGAP006516"	9.23024873376209	8.83124810614886	45	113	195
"AGAP006517"	13.2755216421209	11.6290413911069	39	168	429
"AGAP006518"	5.29312314526126	5.27382862000493	131	451	894
"AGAP006519"	0.939446350147929	0.52836156943728	65	132	178
"AGAP006520"	9.23051133554984	8.5806023914033	39	97	202
"AGAP006521"	10.3775128480408	9.35531876500369	30	68	122
"AGAP006522"	4.37538624355572	4.24572762584923	114	289	463
"AGAP006523"	10.2748710496869	9.27284334564169	43	90	138
"AGAP006524"	10.0212559468624	9.17388861847547	30	78	134
"AGAP006525"	9.76332822632679	9.16489970780458	48	99	186
"AGAP006526"	9.84128299564664	9.12968886121507	36	92	142
"AGAP006528"	9.21803353798873	8.47392055352807	51	138	295
"AGAP006529"	9.89935176217226	9.40926672978165	30	62	102
"AGAP006531"	8.72838437592919	8.29319750969124	52	131	277
"AGAP006532"	10.4797405754132	9.38682327698731	47	98	144
"AGAP006533"	8.55835387265456	8.15135321488192	38	101	209
"AGAP006534"	8.95824650081609	8.65348976164377	39	128	263
"AGAP006535"	10.2606979692778	9.30928902592717	31	59	103
"AGAP006536"	2.66489964106339	2.41587309619374	136	381	710
"AGAP006537"	8.48228827587736	7.64401962980645	77	223	476
"AGAP006538"	1.00399146309395	0.588135649584558	57	150	283
"AGAP006539"	9.23333713679232	8.06667104720643	41	89	150
"AGAP006540"	10.4984052992774	9.4509013156154	49	107	177
"AGAP006541"	9.80044963580987	8.9826468429348	31	87	159
"AGAP006543"	2.64878176297768	2.26660907605226	129	445	854
"AGAP006546"	10.0807243299764	9.40921515331306	33	86	140
"AGAP006547"	11.2107887729392	9.22413136484334	92	246	460
"AGAP006548"	8.15536086031247	7.64765862664248	104	277	524
"AGAP006549"	6.37280057475816	6.1391239032438	126	421	827
"AGAP006550"	9.52885781472469	9.05978543334375	48	96	145
"AGAP006551"	9.02063117237025	8.04122723659433	92	243	472
"AGAP006553"	6.9890950994085	6.58495826263254	103	318	674
"AGAP006554"	9.23672470727075	8.80540279323707	45	91	158
"AGAP006555"	0.941940202266546	0.533783248577805	91	162	215
"AGAP006567"	8.21465917364544	7.87090123117444	42	124	253
"AGAP006568"	6.89599978033438	6.74763397114616	119	369	737
"AGAP006569"	9.4287632269772	9.0380961915277	42	89	141
"AGAP006570"	8.46147744431211	7.89700672715669	76	242	596
"AGAP006571"	10.4284607716608	9.38901174508564	28	68	124
"AGAP006572"	9.08091744333341	7.99661345373976	83	236	431
"AGAP006573"	10.2122441056218	9.23455403192054	39	82	123
"AGAP006574"	9.60884292681693	8.84086941813393	43	86	167
"AGAP006575"	9.59705211177608	8.85250708048304	33	76	153
"AGAP006576"	9.460871384746	8.63463671295069	53	143	359
"AGAP006577"	9.53082319562924	8.75671485160964	24	96	191
"AGAP006579"	10.1814582223859	9.26179200500479	36	84	152
"AGAP006580"	9.20096438335733	8.84610002702803	66	154	274
"AGAP006581"	5.49709582958189	5.46646729101448	112	352	609
"AGAP006582"	4.60031613486002	4.3496196728081	66	166	298
"AGAP006584"	7.28367762901481	6.81755833125182	114	391	787
"AGAP006585"	6.72678674196465	6.66857704453788	115	338	679
"AGAP006587"	7.07206205397749	6.69292448631705	115	422	896
"AGAP006588"	8.14036610312595	7.49679056034555	64	158	373
"AGAP006590"	10.2638829249984	9.40679133635334	21	61	97
"AGAP006591"	8.33320133967282	7.72159655601784	52	141	260
"AGAP006592"	8.6322683987012	8.26841164735609	62	123	229
"AGAP006593"	9.39894925172486	8.85965220719379	55	117	199
"AGAP006594"	8.84419119495343	8.04021142439814	76	195	370
"AGAP006595"	8.6000554965705	8.15305503109029	37	92	224
"AGAP006596"	9.30102880128948	9.32883286023962	97	297	621
"AGAP006597"	9.64978460527139	8.98460953011761	34	79	138
"AGAP006598"	8.92211998642758	8.30152938572297	61	152	256
"AGAP006599"	10.3711418443036	9.72711178687964	22	51	82
"AGAP006600"	4.22059625620485	3.83267454106264	96	240	447
"AGAP006601"	9.31964961423484	8.86331915813415	51	129	237
"AGAP006602"	9.43574829305248	9.01857989156673	38	82	152
"AGAP006603"	10.2308418406637	9.39351476277989	58	129	212
"AGAP006604"	6.45598908716743	6.35177446661163	111	351	740
"AGAP006605"	8.74099340623687	8.46602014252002	50	117	236
"AGAP006606"	9.47448038942201	8.81120844871579	31	78	138
"AGAP006607"	1.55080266214026	1.20065576812284	125	360	642
"AGAP006608"	10.3890807123635	9.4694897818365	109	381	805
"AGAP006609"	9.15331442866644	8.80013689550432	36	79	144
"AGAP006610"	5.0548557329361	4.57813397642138	123	390	729
"AGAP006611"	8.27560722492823	8.11694220163458	118	344	634
"AGAP006612"	1.40619560707688	1.0721268616287	133	385	685
"AGAP006613"	9.31440122586829	8.71328045454339	32	69	146
"AGAP006614"	4.42030453877206	4.2091090799187	139	496	1041
"AGAP006615"	8.38729135201419	8.25014674010495	69	151	281
"AGAP006616"	8.94866416109926	8.3975520554223	52	126	265
"AGAP006617"	9.50044229731252	9.0272186670096	33	83	145
"AGAP006618"	10.3649122558115	9.36613663876778	19	57	109
"AGAP006619"	10.3459367703573	9.3495807863539	31	72	128
"AGAP006620"	8.07856020416226	7.87718314039464	93	297	622
"AGAP006621"	10.3904678726243	9.39797138028075	24	51	93
"AGAP006622"	9.60824362234188	8.88906963136608	29	81	156
"AGAP006623"	10.1219129384726	9.22094806113628	34	92	163
"AGAP006624"	10.2260109572119	9.31156209143233	37	92	184
"AGAP006625"	9.40407447949964	8.77041544266076	32	74	135
"AGAP006626"	9.88284680115471	9.40663101295243	22	61	107
"AGAP006627"	8.81373694303399	8.55241787328049	43	131	269
"AGAP006629"	9.69893482380689	9.12282181064853	44	97	190
"AGAP006630"	3.11544309617918	2.97830470722449	117	371	714
"AGAP006631"	10.0914013756126	9.65486205654099	32	71	125
"AGAP006632"	9.59970506990422	8.96455210777762	40	94	147
"AGAP006633"	7.66246650567937	7.24074660897849	134	433	927
"AGAP006634"	9.25102844816133	8.59577279558792	29	78	155
"AGAP006635"	3.95287792793091	3.8294549464725	141	470	963
"AGAP006636"	9.30123383874514	8.85401009453236	43	104	162
"AGAP006637"	10.1541889664705	9.54364997488885	30	59	82
"AGAP006638"	9.36785575453707	8.89268160011886	31	68	125
"AGAP006639"	0.936522296301569	0.524859944203101	88	162	237
"AGAP006641"	10.1447288559087	9.2276842829049	30	64	108
"AGAP006642"	9.47670061199311	8.88334849643772	35	77	141
"AGAP006643"	10.2332815220359	9.61213415947387	21	39	75
"AGAP006644"	10.2705143132813	9.32671456069511	23	55	102
"AGAP006645"	10.3108202952471	9.67129840710206	16	45	81
"AGAP006646"	9.27907392324617	8.8453180104113	55	124	240
"AGAP006647"	9.22396306471613	8.57216250217814	35	81	156
"AGAP006648"	10.1653513844683	9.31169653248188	45	94	157
"AGAP006649"	9.32860347699375	8.64334659323418	26	76	155
"AGAP006650"	7.88865853963376	7.13656509198557	74	198	359
"AGAP006651"	9.7717583371219	9.38074604395227	39	69	121
"AGAP006652"	9.91028592741496	9.16738781632915	45	103	172
"AGAP006653"	8.87689429499582	8.18826328199268	53	116	235
"AGAP006654"	17.4759583979016	14.1214237558424	98	326	746
"AGAP006655"	9.87597389038485	9.08943415245403	25	71	143
"AGAP006656"	9.67590563738305	9.01726172550884	28	81	142
"AGAP006657"	10.1371489214854	9.56439144548262	19	48	77
"AGAP006658"	9.25208843836558	8.86689189066627	51	121	183
"AGAP006659"	9.94363825193442	9.2402742929404	43	103	195
"AGAP006660"	4.26755231892596	4.06841480291742	136	475	992
"AGAP006661"	10.1493760749141	9.2394306121904	27	67	113
"AGAP006662"	9.68057359082843	9.3488299597431	70	188	383
"AGAP006663"	9.33490264580249	8.8409313745104	33	86	149
"AGAP006664"	10.9456751527214	10.1740015656689	70	185	368
"AGAP006665"	9.57417736365354	9.1915042837746	30	79	158
"AGAP006668"	8.40289433808431	8.04866248905302	57	135	245
"AGAP006669"	10.2695459838438	9.64867719616836	18	36	80
"AGAP006670"	10.1938405557309	9.67594635911479	35	94	196
"AGAP006671"	2.57106135997629	2.28381364254077	123	392	751
"AGAP006672"	9.62043373978387	8.89589341548319	95	294	607
"AGAP006673"	8.3683639082889	8.05627896926933	51	109	228
"AGAP006674"	9.85716758888799	9.08628593893511	31	76	129
"AGAP006675"	8.6200312322297	8.39050620380044	96	299	639
"AGAP006676"	8.72799402096496	8.21270428769644	31	86	257
"AGAP006677"	9.41248388319784	8.8286988168669	36	85	146
"AGAP006678"	9.66480911149432	9.23151833621372	24	70	146
"AGAP006680"	9.767429838409	9.01831464496425	42	82	163
"AGAP006681"	1.69442418368861	1.35696345649224	110	306	545
"AGAP006682"	10.1937594068531	9.25199825274913	33	68	119
"AGAP006683"	3.31239959956913	3.07170826213642	115	328	607
"AGAP006684"	8.79345436902536	8.24428311483051	37	96	258
"AGAP006685"	9.7360447739922	9.1061955522607	123	380	804
"AGAP006686"	10.417695484977	9.43425996505837	10	37	91
"AGAP006687"	7.92258823763758	7.53789809908615	78	213	474
"AGAP006688"	8.3516693136274	8.01014292972775	53	130	242
"AGAP006689"	9.6357293669554	9.28875537202791	35	88	150
"AGAP006690"	1.6952873518723	1.30378317030491	124	383	721
"AGAP006691"	10.0405024992446	9.50969427557675	30	68	109
"AGAP006692"	0.937883955518625	0.523992272877063	86	161	203
"AGAP006693"	0.938781176871213	0.528728810090342	61	120	167
"AGAP006694"	0.934803452386232	0.525597836761734	82	155	224
"AGAP006695"	0.946390363942259	0.534567513867438	72	144	226
"AGAP006696"	8.88614115302802	8.58762448107495	72	161	265
"AGAP006697"	6.09574680616572	5.84266287194175	109	334	669
"AGAP006698"	2.41195389285056	2.11498155487879	138	466	922
"AGAP006699"	3.4353874700033	3.24848089264785	114	340	672
"AGAP006700"	10.1397401913378	9.60313457397729	18	51	85
"AGAP006701"	2.47852098094174	2.02846306774522	126	398	716
"AGAP006702"	9.38822271703079	8.68781488596086	41	87	163
"AGAP006703"	10.3477197570002	9.69130408598414	25	51	83
"AGAP006704"	9.78827794591265	9.19087480192908	29	78	133
"AGAP006705"	9.86505778652034	9.23147800721827	29	84	147
