mean_variance	median_variance	nun5	nun20	nun50
"AGAP002900"	12.4964087000568	11.84351269099	86	232	358
"AGAP002901"	5.73860618437384	5.62358976976664	127	371	711
"AGAP002902"	16.1343266353496	13.8995781208095	19	38	111
"AGAP002903"	9.76221793430658	8.43389743590026	68	187	376
"AGAP002904"	12.1236862613516	11.1978286173668	62	119	197
"AGAP002905"	12.1822686331507	11.7847759891637	84	242	437
"AGAP002906"	12.1353365675344	10.6832462696717	50	174	475
"AGAP002907"	10.5560417626275	9.31135424662876	104	363	802
"AGAP002908"	12.2055805253287	11.906266083024	77	259	599
"AGAP002909"	2.41535872801041	2.18206792665048	132	405	754
"AGAP002910"	5.49813133892885	5.40899192838087	82	208	336
"AGAP002911"	3.28529724787948	2.88433479271711	133	461	912
"AGAP002912"	7.31955143448612	6.642948383053	80	206	467
"AGAP002913"	7.82010373005845	6.83719279159545	50	113	215
"AGAP002914"	12.2121495182715	11.7181392435579	140	514	1088
"AGAP002915"	11.6638096336949	10.9406076587765	60	191	454
"AGAP002916"	1.26751911097473	0.872208350142319	124	356	618
"AGAP002917"	3.4887561605809	3.50095699944641	131	409	813
"AGAP002918"	4.78263324470614	4.71531241529797	104	288	555
"AGAP002919"	3.82836768855119	3.7673992206368	132	449	864
"AGAP002920"	12.3202734234891	11.6366248064569	72	341	775
"AGAP002921"	1.53415202458912	1.16706994831958	120	334	631
"AGAP002922"	6.56964389550059	6.24704469715692	83	203	355
"AGAP002923"	8.02586722882843	7.45041814130617	88	231	416
"AGAP002924"	8.93738121112961	8.9832591623144	140	511	1112
"AGAP002925"	7.78048738102085	7.02059844751321	130	414	906
"AGAP002926"	7.09795355420158	6.99462362653457	107	339	690
"AGAP002927"	11.9324989666581	11.5891162380501	86	180	276
"AGAP002928"	12.0411915300232	11.7981149666637	51	153	281
"AGAP002929"	11.7366478168913	10.4568063830037	75	206	473
"AGAP002931"	4.12322665125504	3.43189269749547	133	410	791
"AGAP002932"	8.18026045703686	7.82858578384225	131	456	991
"AGAP002933"	8.84118960927695	7.49834299149376	91	239	453
"AGAP002935"	4.8209067954005	4.56423619349789	90	211	339
"AGAP002936"	1.9572799078904	1.60875981213159	126	339	616
"AGAP002937"	8.79312260162113	7.83378231883643	137	484	1046
"AGAP002938"	7.0494871598134	6.88513792584135	137	480	969
"AGAP002939"	2.76944894297066	2.56219421849309	135	412	786
"AGAP002940"	3.0239239929403	2.81095876792521	127	328	550
"AGAP002942"	10.2499681998109	8.63856285182661	87	238	499
"AGAP002943"	9.19062613838612	8.79200550562133	132	492	1064
"AGAP002945"	14.9424996796032	13.3932627071981	63	258	687
"AGAP002947"	7.89334437540235	7.28072476164418	99	251	405
"AGAP002948"	3.52153681300702	3.07520385064694	126	394	765
"AGAP002949"	11.6257335788913	10.6670483373266	102	329	657
"AGAP002951"	8.40523162243081	7.01570498913037	81	217	416
"AGAP002952"	7.71396725945264	6.4620181140325	114	283	517
"AGAP002953"	12.4348909446915	11.7620791796899	73	325	755
"AGAP002954"	13.5799511852908	12.383294831728	78	356	804
"AGAP002955"	8.17975452245116	7.97464232266212	96	298	623
"AGAP002956"	3.86546546193723	3.82906065998857	136	473	970
"AGAP002957"	7.8964127742782	7.75588647520121	115	437	995
"AGAP002958"	11.9519118082644	11.8216665591059	53	151	265
"AGAP002959"	12.3907378998228	11.7048022357302	69	344	781
"AGAP002960"	9.87292670125013	8.66226562463216	90	322	652
"AGAP002961"	9.84773799301624	8.90934746016623	77	222	479
"AGAP002962"	4.05710614004683	3.98125938794676	119	371	692
"AGAP002966"	7.75060967451293	7.18732262570796	131	449	962
"AGAP002967"	10.3083759099606	9.70975993574869	105	376	754
"AGAP002968"	6.72673655944556	6.54376258970493	111	390	839
"AGAP002969"	6.17003392908742	6.27638569788951	136	470	992
"AGAP002970"	8.05618316030763	6.96814048960328	85	178	333
"AGAP002971"	3.60934271887316	3.37709950117961	118	293	489
"AGAP002972"	10.1260903963114	10.2612757802442	115	372	798
"AGAP002973"	7.15645684349489	7.01011545021768	116	323	575
"AGAP002974"	1.48884977156578	1.08139420068986	121	344	576
"AGAP002975"	11.7381691787385	11.0914731309628	48	105	195
"AGAP002976"	7.16846471776593	6.69600505918662	133	446	952
"AGAP002977"	8.97051205652988	9.25928896643886	106	398	923
"AGAP002978"	1.38689522720641	0.998963100265243	125	395	687
"AGAP002979"	4.90707733487121	4.83616673495095	127	366	737
"AGAP002980"	9.28781212184832	8.02366062270895	122	377	712
"AGAP002981"	3.42814752375243	3.12091687741142	137	460	904
"AGAP002982"	14.8867284269955	12.4490881612386	86	358	796
"AGAP002983"	12.6601060686989	11.2218372016884	92	295	667
"AGAP002984"	11.8270386330475	11.4143166029062	53	137	254
"AGAP002985"	11.2192618016932	9.85809982238698	128	446	946
"AGAP002986"	7.44666448571969	7.11238528169187	127	426	931
"AGAP002988"	7.05714439525475	7.10752831440619	133	481	1013
"AGAP002989"	4.08494155041754	3.98769055147963	143	464	936
"AGAP002990"	4.49893765571502	4.10694302970415	139	464	933
"AGAP002991"	6.19807274206969	5.75819293042531	76	180	301
"AGAP002992"	6.5154018609966	6.08059274932194	75	171	289
"AGAP002993"	6.41906431519284	5.68235310908101	109	267	481
"AGAP002994"	4.07187718334022	3.71803226347914	133	440	892
"AGAP002995"	12.0029898957252	11.4352199605306	33	57	104
"AGAP002996"	3.3217348954694	3.06581453107695	120	382	740
"AGAP002997"	1.38704618565796	1.02064509537944	121	340	623
"AGAP002998"	7.02364490798479	6.88775288996827	94	229	372
"AGAP002999"	8.16468855315555	8.21244591885093	109	343	669
"AGAP003000"	4.10290515936605	3.85834952305822	110	347	643
"AGAP003001"	10.1939346978481	9.60679742038509	107	377	755
"AGAP003003"	9.97243207062132	10.4167654974695	117	433	960
"AGAP003004"	3.53504736724845	3.14505292255531	126	404	802
"AGAP003005"	5.67368634619817	5.31375381395557	135	444	886
"AGAP003008"	5.01225550550572	4.74528903017514	121	320	654
"AGAP003009"	3.05590112786443	2.9367446211505	135	448	851
"AGAP003010"	10.8103015550937	10.4067928221364	140	510	1086
"AGAP003012"	4.18847469356791	4.18090964641496	124	393	781
"AGAP003013"	13.5325945389472	12.2430858375012	49	99	173
"AGAP003014"	4.2877342682033	4.40627560179493	137	444	918
"AGAP003015"	10.0671584872346	8.80690344813286	85	263	620
"AGAP003016"	2.24405327534629	1.98605086974683	132	390	731
"AGAP003017"	10.31793780134	9.24534387671132	107	343	717
"AGAP003018"	5.45904327191955	5.36391881909898	127	373	737
"AGAP003019"	11.0848084204247	10.3722836657572	84	332	829
"AGAP003020"	7.29829925536696	6.43475433802007	106	279	482
"AGAP003021"	6.18874952393163	5.8533476854471	105	285	497
"AGAP003022"	2.48519925955422	2.32867631961426	132	438	844
"AGAP003023"	5.81355950723024	6.2113156938541	123	447	923
"AGAP003024"	6.1640594794302	5.57130944674233	104	279	464
"AGAP003025"	1.88087635238118	1.56009633267482	130	402	775
"AGAP003026"	11.4154440570426	10.0540075053029	71	273	675
"AGAP003027"	3.22432774355614	3.13363555720835	131	436	837
"AGAP003028"	1.4874118657005	1.1408380050382	128	383	703
"AGAP003029"	9.75412702069478	8.30769881509482	119	400	803
"AGAP003030"	5.78516277325592	5.44402583627006	108	312	581
"AGAP003032"	5.50267567459904	5.56391247202723	143	491	1029
"AGAP003033"	8.07766268981625	7.45378523817751	100	323	582
"AGAP003034"	10.1908823553604	8.58531475401986	82	195	394
"AGAP003035"	13.9023940690632	11.8881297450246	79	240	582
"AGAP003036"	3.19035293379525	2.93223129383152	116	354	709
"AGAP003037"	5.69230904888758	5.27918384139196	102	241	374
"AGAP003038"	9.1852722600795	9.33502485032969	128	457	1025
"AGAP003039"	3.26249877921033	3.10191051544108	133	387	721
"AGAP003040"	10.2060125956423	9.46783995911089	78	247	489
"AGAP003041"	3.3041971842827	3.13140852463412	127	380	716
"AGAP003043"	6.74847629925485	6.45721899879607	123	434	901
"AGAP003047"	7.27348447758971	6.54428646209891	106	285	561
"AGAP003048"	5.7837845461266	5.81320824600245	122	402	841
"AGAP003049"	1.90550811489761	1.58680953195678	136	395	732
"AGAP003050"	6.81096944534964	6.29676206913874	76	175	306
"AGAP003051"	7.58692946106893	6.94697389135456	135	459	942
"AGAP003052"	13.6147599932562	11.4831990083895	32	52	110
"AGAP003053"	13.9317532033954	13.034490830044	65	231	460
"AGAP003054"	13.7777783992143	13.0467077099806	70	245	489
"AGAP003057"	13.0060644841633	11.3055641031535	46	92	142
"AGAP003059"	13.5398627347182	12.4197814825681	23	58	104
"AGAP003060"	1.73161856364704	1.31809821780054	126	363	668
"AGAP003062"	12.9162016586289	11.2907248443663	61	125	192
"AGAP003063"	2.09738081931568	1.77357639882912	99	271	488
"AGAP003068"	6.52313513037813	6.12737239302967	74	168	277
"AGAP003069"	2.22536584264492	1.92124397836745	124	408	768
"AGAP003070"	9.80838830606839	9.48401542975377	119	334	646
"AGAP003073"	4.32115442779431	4.10881778980334	118	391	785
"AGAP003075"	14.2716821086957	13.3904531712581	79	222	440
"AGAP003076"	12.1538176887751	12.1017744678932	104	347	699
"AGAP003077"	13.3346858319676	11.4701034136664	23	69	120
"AGAP003078"	13.1472665498747	11.3564153719127	50	96	129
"AGAP003080"	13.7043264557893	11.6929645400926	29	60	104
"AGAP003081"	2.20075873645412	1.94245621881254	136	420	779
"AGAP003083"	4.85375127532761	4.62129559333564	103	242	420
"AGAP003084"	13.7778053616761	11.7791259640391	19	56	104
"AGAP003085"	13.8245370364602	12.5147743875529	33	77	121
"AGAP003086"	7.52731249711732	7.22519346781834	138	464	962
"AGAP003087"	13.0736373847018	12.2284331543706	45	98	136
"AGAP003088"	3.94724772112919	3.98021748698028	134	434	890
"AGAP003089"	5.10318444590654	5.0760304162858	126	359	728
"AGAP003090"	13.3833993992404	11.5115407653635	22	63	114
"AGAP003091"	1.05141850803515	0.672492838154554	106	280	473
"AGAP003092"	6.97531251187341	6.31916961027395	69	171	268
"AGAP003093"	14.5332615752874	12.7445782479047	108	334	627
"AGAP003094"	12.1977479372151	12.3357195194896	105	327	608
"AGAP003095"	13.7744054961961	12.9016174215485	38	74	143
"AGAP003096"	13.3018586498413	13.4262046057032	95	258	488
"AGAP003097"	12.393350278116	10.9786972438708	68	167	281
"AGAP003098"	13.6953674525958	11.5150504666251	26	53	107
"AGAP003099"	4.92367465298063	5.0721877419799	129	436	914
"AGAP003101"	0.937077110373463	0.526506347640353	85	157	231
"AGAP003104"	0.93952285450993	0.529344504828231	72	144	186
"AGAP003106"	13.758952087944	11.7452795843935	22	57	106
"AGAP003108"	14.0040893601784	12.6334127454074	31	68	117
"AGAP003109"	2.40778494226353	2.27046515182914	119	374	737
"AGAP003110"	0.935418159179694	0.524759614923347	82	162	233
"AGAP003111"	8.83179314871412	8.55153149280979	113	336	630
"AGAP003112"	13.5086843376342	11.3642820452351	25	56	121
"AGAP003114"	6.16775248015539	6.12826231085595	137	472	985
"AGAP003115"	3.73625631711795	3.2804034534573	130	385	718
"AGAP003116"	2.37548375594775	2.13269882227516	134	413	804
"AGAP003117"	13.9307143883641	12.333057011364	39	72	159
"AGAP003118"	13.3959741690471	12.9991749847379	61	246	515
"AGAP003119"	1.54864658584813	1.12368697263185	122	370	666
"AGAP003120"	14.73181074953	13.8985799579608	75	229	470
"AGAP003121"	7.59138690509753	7.46742372546466	125	391	825
"AGAP003123"	11.8078697243162	11.3802886859589	94	351	810
"AGAP003124"	6.25295867962541	6.30302028618659	137	449	939
"AGAP003125"	7.28049961312701	6.34423614050795	108	249	421
"AGAP003126"	3.79160760728796	3.50645455090281	93	225	404
"AGAP003128"	13.7249161962835	12.5568057644529	31	122	288
"AGAP003129"	13.4934437496015	12.2979523608932	39	100	286
"AGAP003130"	13.1410674357079	12.3579429769342	50	110	197
"AGAP003131"	11.0407777104049	10.7036730695933	109	343	774
"AGAP003132"	5.46511136048733	5.21915218495296	98	249	427
"AGAP003133"	10.1511837592383	10.1089936431606	85	213	378
"AGAP003134"	2.0258069780428	1.76614724321646	138	413	761
"AGAP003135"	2.17897009888103	1.90043821590643	136	416	752
"AGAP003136"	13.5331839526435	12.2400059016316	34	90	235
"AGAP003137"	13.7885944509905	12.5749050489832	29	120	282
"AGAP003138"	13.3394134779249	12.1216097518118	46	115	296
"AGAP003139"	10.7451662829888	10.3837233915591	110	344	744
"AGAP003140"	13.5361361974396	11.4732868543272	81	155	231
"AGAP003141"	4.10404777616668	3.87401226973174	95	233	396
"AGAP003142"	8.29609240453265	7.09798138927597	76	142	266
"AGAP003143"	9.70894291504695	8.81971384489317	86	187	330
"AGAP003144"	1.34608843775089	0.951125374547189	117	319	551
"AGAP003145"	13.4479160622811	12.361833753715	40	75	133
"AGAP003146"	13.2027283832375	12.3049065315518	43	84	143
"AGAP003147"	13.5863896641453	11.5351863865504	32	57	127
"AGAP003148"	11.0510152174041	10.5010636693738	129	409	924
"AGAP003149"	3.53504191683939	3.38840911904069	133	457	937
"AGAP003150"	13.7653002934369	11.7957451163548	26	52	100
"AGAP003151"	8.09333100245935	7.87142167483652	99	320	636
"AGAP003153"	12.2295617039276	11.8543838185602	126	352	715
"AGAP003154"	2.36005832589129	2.01506527567381	139	480	941
"AGAP003155"	3.76132994777168	3.61135019173087	137	457	941
"AGAP003156"	13.434370041621	12.373636172754	29	58	105
"AGAP003157"	13.5598775220777	11.5014993933766	45	95	141
"AGAP003158"	10.0469107104269	9.3441676743	128	404	792
"AGAP003159"	13.9990628515603	12.5847187322472	32	69	118
"AGAP003160"	13.1268272264624	12.235190611872	42	78	118
"AGAP003161"	13.2555616787653	12.2610843675087	36	74	133
"AGAP003162"	13.237771797886	12.2769010721427	34	71	140
"AGAP003164"	13.5649572140918	11.6180718317717	35	64	96
"AGAP003166"	13.6227697650845	12.4860304075711	33	78	136
"AGAP003167"	13.7417098597012	12.5920486098592	31	117	265
"AGAP003168"	13.1790445197031	11.4256082580752	40	78	120
"AGAP003170"	13.6435659015386	12.5247333654544	46	90	161
"AGAP003174"	13.5172975804203	12.3764595000963	29	64	110
"AGAP003175"	13.6111849981764	12.4561686121583	21	55	107
"AGAP003176"	10.6428945416424	10.0053331303832	102	298	572
"AGAP003177"	2.93538697251353	2.67912688896725	126	405	796
"AGAP003178"	5.12535142894013	4.68784766305308	141	468	956
"AGAP003179"	13.0565519888114	12.1826972854419	39	69	146
"AGAP003180"	5.97767134569086	5.57412934749571	102	257	477
"AGAP003181"	10.8183585999635	10.9100736251584	115	338	641
"AGAP003182"	13.2665881431215	11.4268206519962	32	77	126
"AGAP003183"	13.5508479643893	12.7262909358539	66	149	262
"AGAP003184"	10.440408838578	9.15963586577153	115	351	706
"AGAP003185"	13.6504765839609	11.4717138714538	28	52	106
"AGAP003186"	13.5885330071653	12.501877684088	48	108	171
"AGAP003187"	13.4659341083701	12.3954563303242	47	83	137
"AGAP003188"	0.980838302567349	0.564387777361805	58	128	220
"AGAP003189"	13.1897865248343	12.2027696853729	40	70	128
"AGAP003190"	13.5107393317027	12.3978950038076	24	60	104
"AGAP003191"	13.6776602616204	11.4794218697364	32	52	107
"AGAP003192"	4.88722849771688	4.86814723525162	125	370	775
"AGAP003193"	4.41131215777295	4.27431019689661	122	339	621
"AGAP003194"	13.1503833977532	12.0476276638884	73	163	273
"AGAP003198"	13.7644227896024	12.4775474735641	50	88	156
"AGAP003199"	5.72127104000065	5.4064521259382	137	441	871
"AGAP003202"	14.1679759582829	12.7401536887165	38	110	247
"AGAP003203"	11.2029108593637	10.4534423559411	111	402	924
"AGAP003204"	12.8994590450473	12.1565020200029	95	310	705
"AGAP003205"	13.9966653907955	12.5170696507084	36	75	144
"AGAP003206"	10.8071741796444	10.7303043716336	117	417	904
"AGAP003207"	12.6466644615272	12.3982296379386	118	380	784
"AGAP003208"	13.5883425509334	11.687302034964	35	66	109
"AGAP003209"	4.47013868884441	3.90973281094494	107	308	542
"AGAP003211"	14.2949272574516	13.1579738704159	56	122	226
"AGAP003212"	6.22229059495415	5.74705800625806	130	409	815
"AGAP003213"	13.6674592401244	12.3293501704191	57	126	228
"AGAP003214"	13.0054166394193	12.7003912507613	115	413	909
"AGAP003215"	0.9835793526841	0.566642155661086	61	136	251
"AGAP003216"	0.937774061033295	0.529143926637108	72	137	188
"AGAP003217"	3.34403408214598	3.21825226162461	109	319	605
"AGAP003218"	13.6206706799388	12.4239530171558	22	56	105
"AGAP003219"	5.96711501671766	5.58771535610734	134	484	1034
"AGAP003220"	4.0232239900593	3.82391623219426	122	414	835
"AGAP003221"	13.548035486731	11.8043706702345	37	71	129
"AGAP003222"	13.6825618627855	12.510131770457	16	52	117
"AGAP003224"	12.9316888968768	12.332764279663	99	328	720
"AGAP003225"	13.0010754689064	11.4124072259894	50	119	212
"AGAP003226"	13.7890731016212	12.5558911174058	14	57	134
"AGAP003227"	6.05553179870825	6.26172946386851	117	377	698
"AGAP003228"	13.2532549757752	12.3129318828569	48	96	154
"AGAP003229"	14.6948330004815	14.7651000396251	57	147	279
"AGAP003230"	12.5751026462752	11.4004043444078	91	260	490
"AGAP003231"	6.91164126312532	6.33348244135578	72	168	292
"AGAP003232"	13.4361360514197	12.3901410618649	31	68	108
"AGAP003233"	13.195281662476	11.355151481129	46	83	130
"AGAP003235"	8.61637691477837	7.3470870997235	106	277	524
"AGAP003236"	6.65756658278254	5.98018718619084	91	206	337
"AGAP003237"	13.297231864347	12.362353416277	88	280	600
"AGAP003238"	15.3458013722746	14.0717761853701	68	217	433
"AGAP003239"	13.1882634015516	12.2491409515229	34	71	152
"AGAP003240"	1.46647769071008	1.08863989541909	136	423	750
"AGAP003241"	14.0917789020041	12.7718893257472	56	174	355
"AGAP003242"	13.5663442807658	11.4410154721166	39	95	149
"AGAP003243"	13.2058570057701	12.2843773477005	38	74	158
"AGAP003244"	12.96991189373	11.072595972122	43	83	131
"AGAP003245"	13.9176831713691	11.8545149557282	21	65	120
"AGAP003246"	13.0818253440613	12.1876571436855	49	138	279
"AGAP003247"	13.9447804786858	11.877991594877	24	69	120
"AGAP003248"	11.6606040201783	10.4331792708928	132	434	888
"AGAP003249"	11.9003777848485	11.2474270629688	124	430	909
"AGAP003250"	13.7171550295371	11.5179882758656	25	53	107
"AGAP003251"	12.969110367929	12.1128773206233	47	127	261
"AGAP003252"	13.2869770552628	12.4479691952001	61	268	476
"AGAP003253"	13.6112510753383	11.6273483644677	28	64	98
"AGAP003254"	10.3966261730302	9.16161280598797	76	195	411
"AGAP003255"	11.4988080814191	11.1263487062593	62	134	207
"AGAP003256"	14.4184273493498	13.4227816171467	39	112	236
"AGAP003257"	12.2085529803171	11.2293513143976	103	338	648
"AGAP003258"	10.5369024420334	9.02931025945404	46	91	216
"AGAP003260"	12.7417340890473	11.6647854862852	58	200	357
"AGAP003261"	13.1725587396454	12.0377750410897	50	82	152
"AGAP003262"	13.8038329179384	12.6044677492119	41	88	143
"AGAP003263"	1.18146972616888	0.771961416548702	116	325	552
"AGAP003264"	5.84268651304491	6.30739789877985	132	400	802
"AGAP003265"	3.58326076697593	3.37027454817097	130	432	834
"AGAP003266"	13.0263484810839	12.1120836068394	38	70	114
"AGAP003267"	4.02758466161554	3.89000700825389	117	371	733
"AGAP003268"	12.8821018502545	11.0646825803471	35	70	153
"AGAP003269"	0.946920848238793	0.53830649246531	81	213	320
"AGAP003271"	13.722436875641	12.5110985471915	12	58	125
"AGAP003272"	12.7916037696069	12.1919210997169	79	234	525
"AGAP003273"	13.1166302646651	12.286083840264	44	93	179
"AGAP003274"	13.6955430501928	11.5123902303788	28	52	108
"AGAP003275"	13.0849860967614	12.0636696687432	43	75	143
"AGAP003276"	10.4247287631785	9.49440766043608	77	178	387
"AGAP003277"	8.44717897920459	8.08696157590377	134	473	969
"AGAP003278"	11.4269453005729	11.1298338873845	128	440	957
"AGAP003373"	13.5408386324675	13.3106050142629	119	369	730
"AGAP003374"	10.6756737568255	9.54536993130667	48	185	442
"AGAP003378"	1.36943189854062	0.98489077873915	125	345	594
"AGAP003379"	3.0624483095354	2.87099272840936	121	354	639
"AGAP003385"	1.09019531735937	0.693456179341175	112	307	516
"AGAP003386"	1.11385842884838	0.742602870611936	116	304	532
"AGAP003387"	5.41251375527812	5.39713823004294	127	371	700
"AGAP003388"	12.4971249395091	11.9873647954891	75	203	328
"AGAP003389"	10.0271621144257	10.0927817175797	137	462	990
"AGAP003390"	2.15876143590957	1.77419015127821	129	426	818
"AGAP003394"	13.0272106258694	11.4811811411973	59	155	327
"AGAP003395"	13.0781862989921	11.5644772431316	76	259	644
"AGAP003396"	12.8363838447083	12.3265328905995	64	181	411
"AGAP003397"	2.63431787165631	2.33413713805232	134	385	744
"AGAP003398"	3.72951099193818	3.59034148472871	124	337	592
"AGAP003399"	13.5333922676364	11.3927065801174	36	52	121
"AGAP003400"	13.6088540077107	11.4848811684943	27	64	131
"AGAP003401"	9.64026212313169	8.68433768042923	106	350	761
"AGAP003402"	13.8492004035935	12.7037941060718	41	105	207
"AGAP003404"	9.81051922938802	9.91068220629201	131	467	999
"AGAP003405"	4.9196598375624	4.65296227661321	98	216	398
"AGAP003406"	7.56091057737369	7.49036935593253	135	475	1024
"AGAP003408"	1.33485276447594	0.960978101244715	108	343	654
"AGAP003409"	10.9000029555436	9.55821719823179	102	364	681
"AGAP003410"	10.9437387758548	9.99605818667395	109	371	761
"AGAP003411"	13.7054685264546	11.4958045357964	30	56	108
"AGAP003412"	0.942765841360665	0.531295400218085	51	136	253
"AGAP003413"	10.5852005026384	10.4808459217305	98	336	667
"AGAP003414"	13.5184968808373	13.3699031041997	112	364	744
"AGAP003415"	5.92654891183214	5.5391559629719	125	388	741
"AGAP003416"	1.67705423261685	1.26100404683176	127	357	668
"AGAP003417"	13.6484633081236	11.4852280328477	61	96	162
"AGAP003418"	5.64283916366311	5.45125467272537	124	323	644
"AGAP003420"	4.8808686440815	4.72879632110353	129	414	819
"AGAP003421"	6.04071480399347	5.24621586815043	98	262	471
"AGAP003422"	13.800207822617	12.8018439301306	38	118	210
"AGAP003423"	12.0780254841835	10.9582130810064	96	379	906
"AGAP003424"	14.8707615251757	13.9173765092108	65	168	317
"AGAP003425"	10.6769101538756	10.5987892749215	129	472	1035
"AGAP003426"	0.938168549109177	0.526158389168316	73	153	232
"AGAP003428"	5.90674099082458	6.41683921626431	119	451	1006
"AGAP003429"	1.32473369986561	0.934952620014142	131	369	655
"AGAP003430"	4.83323234337339	4.28011928193655	136	428	904
"AGAP003431"	13.1526066481399	13.2555236701457	82	293	641
"AGAP003432"	12.9997136182795	11.4109856874278	72	168	324
"AGAP003433"	9.03355826969132	8.83648339119921	133	401	792
"AGAP003434"	12.9627255353228	12.1245092082343	55	210	627
"AGAP003437"	1.54975110087195	1.20436705268422	119	297	511
"AGAP003438"	12.9607521673631	11.8001724922567	78	186	339
"AGAP003439"	13.5435638123476	12.4447414348248	95	265	519
"AGAP003440"	4.51034301477262	4.44817397150721	106	294	568
"AGAP003441"	4.75319870568768	4.56240620194087	114	327	587
"AGAP003445"	11.6644236900626	10.6515327885779	77	305	752
"AGAP003446"	13.4095970646487	13.1280500797341	106	347	693
"AGAP003447"	2.47342837361933	2.24192439860216	128	387	745
"AGAP003448"	0.959768927973255	0.545336672683817	55	148	246
"AGAP003449"	13.5155064027139	11.6382152033343	36	66	121
"AGAP003453"	8.0382623969366	6.80527959635442	99	274	529
"AGAP003454"	10.6208385769884	10.1203559142099	96	370	852
"AGAP003457"	13.1553585150397	12.1529548179554	50	193	572
"AGAP003459"	13.5539816223704	12.8817012842355	67	184	335
"AGAP003460"	12.2556181055574	11.8007688127049	123	408	890
"AGAP003461"	8.51493060325217	8.52588070844506	121	442	975
"AGAP003462"	12.7291193271351	12.1794814353535	118	357	740
"AGAP003463"	9.47940063998516	8.66568272754915	98	364	829
"AGAP003464"	6.34203264618211	6.12056230148254	136	447	922
"AGAP003465"	1.9539096815486	1.63152960142175	128	421	777
"AGAP003468"	1.96443189393126	1.68699964962353	128	405	733
"AGAP003469"	5.29709876616668	5.50127215751667	114	336	647
"AGAP003471"	2.98541067864352	2.77433715047644	127	426	825
"AGAP003473"	1.19704475289505	0.802479043739947	109	297	536
"AGAP003474"	13.5502155344311	11.3862673347735	27	51	117
"AGAP003475"	9.37926973750945	9.65624904597122	120	386	801
"AGAP003476"	2.5596727235397	2.32673658091298	127	409	775
"AGAP003477"	10.4183032677025	10.3077003495079	91	334	664
"AGAP003478"	4.61195894663527	3.89852307628303	133	450	858
"AGAP003479"	12.4141933808853	11.7811348728251	7	29	71
"AGAP003481"	13.8981925866761	12.9684656521915	117	403	857
"AGAP003482"	13.7931806059063	12.6995520744946	36	121	353
"AGAP003483"	12.2886951317607	11.6220748826686	75	145	218
"AGAP003484"	14.3886130947747	13.1729226333848	78	299	736
"AGAP003485"	10.6589137943974	10.8152819599585	133	447	959
"AGAP003486"	9.78271939784413	9.52843273301711	133	429	880
"AGAP003487"	10.6082851082594	10.0695525812306	98	370	829
"AGAP003489"	13.5887252062904	11.82906536979	52	153	323
"AGAP003492"	2.33923225784941	2.06739947452702	132	429	817
"AGAP003493"	9.81385391588125	8.67647456407106	129	404	825
"AGAP003494"	9.47868230497601	9.89799511479533	135	458	945
"AGAP003495"	9.22235623093862	9.55141532077489	112	337	655
"AGAP003496"	13.5252957641754	12.1711557690959	63	232	647
"AGAP003497"	6.05028603891876	6.16654205509886	119	332	663
"AGAP003498"	13.3569322742577	12.5052855921602	68	185	427
"AGAP003499"	14.17267153368	12.4219244258095	72	166	289
"AGAP003500"	5.05553097199367	4.51281995610523	115	336	669
"AGAP003501"	10.3311770019528	9.36848204357199	127	414	830
"AGAP003502"	15.1651393560452	13.8651137127487	64	259	646
"AGAP003503"	15.922078925725	14.851677843221	70	335	802
"AGAP003504"	13.9831969154661	13.2378735815846	83	284	662
"AGAP003506"	16.0219849680049	14.6413153211349	60	271	639
"AGAP003507"	2.84651760171048	2.62465368713212	129	385	720
"AGAP003508"	16.1712489389667	14.5589653467874	67	356	806
"AGAP003509"	2.78935311419927	2.54794548506121	122	341	575
"AGAP003511"	0.937928368478204	0.530885980487909	79	190	264
"AGAP003512"	11.7419040459323	11.8085527118405	118	390	825
"AGAP003513"	14.6259654946643	13.334753217909	75	245	644
"AGAP003514"	1.17724362131548	0.767595006223255	94	275	531
"AGAP003515"	7.26848486964933	6.88561301562899	132	472	991
"AGAP003517"	13.5730758252289	11.4108828322501	34	59	119
"AGAP003519"	12.5386330530476	11.86106060458	5	29	86
"AGAP003521"	9.66715898838561	9.420657857127	129	445	919
"AGAP003522"	13.1012391201885	12.3715903542661	57	211	618
"AGAP003523"	13.728945006065	12.2563323530929	70	228	557
"AGAP003524"	13.5661962286606	12.984136629028	72	141	241
"AGAP003525"	4.04447236677195	3.93202261675881	118	317	595
"AGAP003526"	13.1052373456074	11.9255236565216	43	199	468
"AGAP003527"	8.11468502181064	7.68725618613681	132	489	1058
"AGAP003528"	0.975491109798745	0.555013885330858	74	179	300
"AGAP003529"	0.948424006982967	0.541261207528223	73	191	345
"AGAP003530"	7.59553551955009	7.10889457109299	118	380	757
"AGAP003531"	15.8456593859609	13.603342232607	76	240	531
"AGAP003532"	2.76726496641099	2.4447805024225	131	419	824
"AGAP003533"	2.54288019847086	2.32701123183429	129	418	786
"AGAP003534"	3.02874485186156	2.88166285071823	136	443	883
"AGAP003535"	10.1615049116973	9.40510702472704	111	389	916
"AGAP003536"	12.7372403395154	12.318534939004	125	418	861
"AGAP003537"	13.0460455294754	12.1131272764701	105	374	857
"AGAP003538"	1.19066318851401	0.783715489945152	119	308	577
"AGAP003539"	14.9497454775507	13.2903628285259	79	321	763
"AGAP003540"	14.5832708472862	12.5295253030853	56	199	518
